LOTE;UNIDAD;TIPO;MARCA;MODELO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
20;PARTICULARES;SUV/JEEP;DODGE;DURANGO LUX 3.6;2014;AWD;B;NULL;8100000
21;PARTICULARES;SUV/JEEP;PEUGEOT;3008 ALLURE HDI 2.0 AUT;2014;4x2;D;NULL;6400000
22;AUTOMOTORAS;SUV/JEEP;MITSUBISHI;OUTLANDER 2.0;2017;4x2;B;NULL;6800000
23;BFE;SUV/JEEP;KIA MOTORS;SPORTAGE LX 2.0;2016;4x2;B;NULL;6000000
24;PARTICULARES;SUV/JEEP;TOYOTA;RAV 4 4X4 2.0;2015;4WD;B;NULL;6400000
25;PARTICULARES;SUV/JEEP;TOYOTA;RAV 4 4X4 2.0;2015;4WD;B;NULL;6300000
26;PARTICULARES;SUV/JEEP;TOYOTA;RAV 4 4X4 2.0;2015;4WD;B;NULL;7000000
27;PARTICULARES;SUV/JEEP;HYUNDAI;SANTA FE GLS 2.4;2013;4x2;B;NULL;6500000
28;BFE;SUV/JEEP;CHEVROLET;SPIN 1.8;2018;4x2;B;NULL;7000000
29;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 ELITE 1.8 AUT;2018;4x2;B;NULL;6500000
30;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 ELITE 1.8 AUT;2018;4x2;B;NULL;7000000
31;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 ELITE 2.0 AUT;2018;4x2;B;NULL;6600000
32;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 LUXURY 2.0;2018;4x2;B;NULL;6300000
33;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 LX 2.0;2018;4x2;B;NULL;6400000
34;PARTICULARES;SEDAN;HYUNDAI;ELANTRA 1.6;2016;4x2;B;NULL;5800000
35;PARTICULARES;HATCHBACK;PEUGEOT;208 ALLURE HDI 1.6;2017;4x2;D;NULL;6900000
36;PARTICULARES;HATCHBACK;BMW;116I 1.6;2013;4x2;B;NULL;5700000
37;PARTICULARES;HATCHBACK;HYUNDAI;I30 GD GLS 1.8 AT;2013;4x2;B;NULL;5600000
38;LEASING;SUV/JEEP;DODGE;GRAND CARAVAN LX 3.6 AUT;2016;4x2;B;NULL;5500000
39;BFE;SUV/JEEP;SUZUKI;GRAND NOMADE 2.4 AUT;2018;4x2;B;NULL;5600000
40;BFE;SUV/JEEP;SUZUKI;GRAND NOMADE 2.4 AUT;2018;4x2;B;NULL;5500000
41;BFE;SUV/JEEP;SUZUKI;GRAND NOMADE GLX 2.4 AUT;2017;4x2;B;NULL;5200000
42;BFE;SUV/JEEP;SUZUKI;GRAND NOMADE GLX 2.4 AUT;2017;4x2;B;NULL;5200000
43;BFE;SEDAN;CITROËN;C ELYSEE HDI 1.6;2017;4x2;D;NULL;4500000
44;PARTICULARES;CAMIONETA;FORD;RANGER XLT 2.5;2016;4x2;B;NULL;8600000
47;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;8000000
48;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;7300000
49;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;7600000
50;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;7200000
51;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6300000
52;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;6300000
53;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6400000
54;LEASING;CAMIONETA;TOYOTA;HILUX DX 4X4 2.4;2017;4x4;D;NULL;6400000
55;LEASING;CAMIONETA;TOYOTA;HI LUX 4X4 D CAB 2.4;2017;4x4;D;NULL;6300000
56;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2017;4x4;D;NULL;6800000
58;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6400000
59;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6300000
60;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;6300000
62;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;NULL;6100000
63;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.4;2017;4x4;D;NULL;6100000
64;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;6700000
65;LEASING;CAMIONETA;NISSAN;NP300 4X4 2.3;2016;4x4;D;NULL;6700000
66;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;7600000
67;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;7600000
68;LEASING;CAMIONETA;TOYOTA;HI LUX D CAB 4X4 2.4;2016;4x4;D;NULL;6600000
69;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2016;4x4;D;NULL;6600000
71;LEASING;CAMIONETA;CHEVROLET;DMAX 4WD 2.5;2017;4WD;D;NULL;6600000
72;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT 4X4 2.5;2016;4x4;D;NULL;5800000
73;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CRT;2016;4x4;D;NULL;5900000
75;BFE;CAMIONETA;MITSUBISHI;L200 KATANA D CAB CRT 4X4 2.5;2015;4x4;D;NULL;6600000
76;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5400000
77;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5200000
78;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5200000
79;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5200000
80;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 4X4 2.5;2015;4x4;D;NULL;5200000
81;BFE;CAMIONETA;SSANGYONG;NEW ACTYON SPORT 2.0;2016;4x2;D;NULL;4800000
82;LEASING;CAMIONETA;SSANGYONG;ACTYON SPORT FULL 2.0;2015;4x2;D;NULL;5400000
83;PARTICULARES;CAMIONETA;SSANGYONG;ACTYON SPORT 2.0;2014;4x2;D;NULL;5400000
84;BFE;CAMIONETA;GREAT WALL;WINGLE 5 G ELITE 2.2;2018;4x2;B;NULL;3600000
85;PARTICULARES;CAMIONETA;GREAT WALL;WINGLE 5 2.2;2014;4x2;B;NULL;3100000
86;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SRV 4X4 3.0;2015;4x4;D;NULL;5200000
87;LEASING;FURGON;MERCEDES BENZ;VITO 114 CDI;2016;4x2;D;NULL;5600000
88;LEASING;FURGON;CITROËN;BERLINGO B9 HDI 1.6;2018;4x2;D;NULL;4900000
89;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2017;4x2;D;NULL;4800000
90;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4700000
91;LEASING;FURGON;CITROËN;NEMO HDI 1.2;2016;4x2;D;NULL;4100000
92;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;3900000
93;LEASING;FURGON;FIAT;FIORINO FIRE 1.4;2017;4x2;B;NULL;4700000
94;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2016;4x2;D;NULL;3800000
95;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;3500000
96;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;3500000
97;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;3200000
98;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;3200000
99;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;2900000
100;LEASING;FURGON;FIAT;FIORINO CITY 1.2;2015;4x2;D;NULL;2900000
102;LEASING;FURGON;MERCEDES BENZ;VITO 113 CDI;2015;4x2;D;NULL;4200000
103;PARTICULARES;HATCHBACK;FIAT;UNO SPORTING HB 1.4;2019;4x2;B;NULL;5100000
104;BFE;SEDAN;CHEVROLET;COBALT LTZ 1.8;2018;4x2;B;NULL;4800000
105;BFE;SEDAN;CHEVROLET;SAIL LS 1.5;2018;4x2;B;NULL;4200000
106;PARTICULARES;SEDAN;CHEVROLET;SAIL LT 1.5;2017;4x2;B;NULL;4600000
107;BFE;SEDAN;CHEVROLET;SAIL LT 1.5;2017;4x2;B;NULL;4600000
108;BFE;SEDAN;CHEVROLET;PRISMA LTZ 1.4;2017;4x2;B;NULL;4200000
109;BFE;SEDAN;CHEVROLET;PRISMA LTZ 1.4;2018;4x2;B;NULL;4800000
110;PARTICULARES;SEDAN;CHEVROLET;SAIL CLASSIC 1.4;2016;4x2;B;NULL;4000000
111;PARTICULARES;HATCHBACK;MG;3 1.5;2018;4x2;B;NULL;4000000
112;PARTICULARES;HATCHBACK;MG;3 CONFORT 1.5;2017;4x2;B;NULL;4100000
113;BFE;HATCHBACK;HYUNDAI;VELOSTER GLS 1.6;2013;4x2;B;NULL;4800000
114;PARTICULARES;SUV/JEEP;RENAULT;NEW KOLEOS EXPRESSION 2.5;2013;4x2;B;NULL;3600000
115;PARTICULARES;HATCHBACK;OPEL;CORSA ENJOY HB 1.4;2013;4x2;B;NULL;3800000
116;PARTICULARES;SEDAN;CHEVROLET;CRUZE LS 1.8;2013;4x2;B;NULL;3500000
118;BFE;SUV/JEEP;LANDWIND;X5 LUX 2.0;2017;4x2;B;NULL;3500000
119;BFE;SUV/JEEP;DFSK;580 1.5;2017;4x2;B;NULL;3300000
120;BFE;SUV/JEEP;BAIC;X55 1.5;2017;4x2;B;NULL;3500000
121;PARTICULARES;SUV/JEEP;JAC;S3 1.6;2017;4x2;B;NULL;4400000
122;BFE;SEDAN;CHEVROLET;PRISMA LTZ 1.4;2018;4x2;B;NULL;4900000
123;BFE;SUV/JEEP;KIA MOTORS;SORENTO EX 2.4 AT;2012;4x2;B;NULL;4400000
124;BFE;SUV/JEEP;SUZUKI;GRAND NOMADE GLX SPORT 2.4;2011;4x2;B;NULL;2300000
125;BFE;HATCHBACK;MG;3 STD 1.5;2018;4x2;B;NULL;3700000
126;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2017;4x2;B;NULL;3500000
127;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3600000
128;LEASING;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2016;4x2;B;NULL;3600000
129;BFE;HATCHBACK;PEUGEOT;207 PREMIUM 1.4;2012;4x2;B;NULL;3100000
130;BFE;SUV/JEEP;GREAT WALL;HAVAL H3 2.0;2014;4x2;B;NULL;3400000
131;BFE;HATCHBACK;CHERY;IQ GLS 1.0;2017;4x2;B;NULL;2600000
132;BFE;SUV/JEEP;TOYOTA;RAV 4 ADVANTAGE 2.0;2007;4x2;B;NULL;2800000
133;BFE;SEDAN;CHEVROLET;SAIL LS PWR 1.4;2011;4x2;B;NULL;2600000
134;BFE;SEDAN;HYUNDAI;SONATA YF GLS 2.0 AT;2011;4x2;B;NULL;3100000
135;PARTICULARES;HATCHBACK;CHEVROLET;SPARK LITE 800CC;2015;4x2;B;NULL;2500000
136;PARTICULARES;HATCHBACK;SUZUKI;ALTO GL2 800CC;2013;4x2;B;NULL;1700000
137;BFE;SEDAN;NISSAN;TIIDA 1.6;2011;4x2;B;NULL;1100000
139;LEASING;FURGON;FIAT;FIORINO FIRE 1.4;2016;4x2;B;NULL;4400000
1;PARTICULARES;SUV/JEEP;VOLKSWAGEN;TIGUAN TSI 1.4 AUT;2018;4x2;B;NULL;12700000
2;AUTOMOTORAS;SUV/JEEP;PEUGEOT;4008 FELINE EHDI 4WD 1.6;2018;4WD;D;NULL;10600000
4;BFE;SUV/JEEP;CHEVROLET;TRAVERSE LT 3.6 AUT;2017;4x2;B;NULL;11100000
5;PARTICULARES;HATCHBACK;AUDI;A3 SPORTBACK 2.0 AUT;2018;4x2;B;NULL;14800000
6;PARTICULARES;SEDAN;NISSAN;370 Z COUPE 3.7 AUT;2014;4x2;B;NULL;10600000
7;BFE;HATCHBACK;HONDA;CIVIC COUPE SI 2.4;2016;4x2;B;NULL;9000000
8;LEASING;HATCHBACK;DS;DS4 HDI HB 1.6;2018;4x2;D;NULL;10400000
9;PARTICULARES;SUV/JEEP;KIA MOTORS;SORENTO EX 2.4 AUT;2015;4x2;B;NULL;9200000
10;BFE;SUV/JEEP;CHEVROLET;CAPTIVA LS 2.2;2017;4x2;D;NULL;8900000
11;LEASING;SUV/JEEP;TOYOTA;4RUNNER 4X4 4.0 AUT;2017;4x4;B;NULL;9700000
12;AUTOMOTORAS;SUV/JEEP;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;NULL;9100000
13;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE 1.6;2018;4x2;D;NULL;8300000
14;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;NULL;8300000
15;AUTOMOTORAS;STATION WAGON;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;NULL;9100000
16;AUTOMOTORAS;SUV/JEEP;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;NULL;8000000
17;AUTOMOTORAS;SUV/JEEP;PEUGEOT;2008 ACTIVE 1.6;2018;4x2;D;NULL;8300000
18;AUTOMOTORAS;SUV/JEEP;PEUGEOT;2008 ACTIVE BLUEHDI 1.6;2018;4x2;D;NULL;9100000
19;BFE;SUV/JEEP;MAHINDRA;XUV500 FL 2.2;2018;4x2;D;NULL;10500000
20;LEASING;SUV/JEEP;PEUGEOT;4008 FELINE 4X4 2.0 AUT;2016;4WD;B;NULL;8200000
21;PARTICULARES;HATCHBACK;PEUGEOT;208 SIGNATURE 1.2;2019;4x2;B;NULL;8300000
23;BFE;SUV/JEEP;CHEVROLET;TRAVERSE III LT SU 3.6 AUT;2015;4x2;B;NULL;6100000
24;LEASING;SUV/JEEP;TOYOTA;4RUNNER 4X4 4.0 AT;2015;4x4;B;NULL;9500000
25;PARTICULARES;SUV/JEEP;FORD;EXPLORER 2.0 AUT;2014;4x2;B;NULL;8600000
27;PARTICULARES;SUV/JEEP;MITSUBISHI;OUTLANDER 2.0;2016;4x2;B;NULL;8600000
28;PARTICULARES;SUV/JEEP;CHERY;TIGGO 4 GLS 2.0;2019;4x2;B;NULL;6200000
29;BFE;SUV/JEEP;SSANGYONG;KORANDO 2.0 AUT;2016;4x2;B;NULL;5600000
30;BFE;HATCHBACK;SUZUKI;SWIFT GLS 1.2;2018;4x2;B;NULL;6700000
31;PARTICULARES;HATCHBACK;FIAT;500 LOUNGE 1.4 AUT;2015;4x2;B;NULL;5300000
32;BFE;HATCHBACK;KIA MOTORS;RIO 5 EX 1.4;2017;4x2;B;NULL;6400000
33;AUTOMOTORAS;SEDAN;MITSUBISHI;LANCER 1.6;2016;4x2;B;NULL;4500000
34;LEASING;SUV/JEEP;SUZUKI;GRAND NOMADE 4X4 2.4 AUT;2018;4x4;B;NULL;7300000
35;LEASING;SUV/JEEP;SUZUKI;GRAND NOMADE 2.4 AUT;2018;4x2;B;NULL;6400000
36;LEASING;SUV/JEEP;SUZUKI;GRAND NOMADE GLX SPORT 2.4 AUT;2017;4x2;B;NULL;6200000
37;LEASING;SUV/JEEP;SUZUKI;GRAND NOMADE 2.4;2017;4x2;B;NULL;6200000
38;PARTICULARES;SUV/JEEP;SUZUKI;GRAND NOMADE GLX 4X4 2.4;2016;4x4;B;NULL;6500000
39;LEASING;SUV/JEEP;SUZUKI;GRAND NOMADE 2.4;2016;4x4;B;NULL;6000000
42;PARTICULARES;CAMIONETA;FORD;F250 6.2 AUT;2012;4x2;B;NULL;8600000
43;BFE;CAMIONETA;FORD;F150 RAPTOR 6.2;2013;4x4;B;NULL;9400000
44;PARTICULARES;CAMIONETA;SSANGYONG;ACTYON SPORT 2.2;2018;4x2;D;NULL;9600000
45;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI 4X4 2.4;2017;4x4;D;NULL;8600000
46;LEASING;CAMIONETA;TOYOTA;HILUX D CAB DX 4X4 2.4;2017;4x4;D;NULL;8600000
48;LEASING;CAMIONETA;MITSUBISHI;L200 KATANA CR 2.4;2017;4x2;D;NULL;6200000
49;LEASING;CAMIONETA;VOLKSWAGEN;AMAROK POWER PLUS 4X4 2.0;2015;4x4;D;NULL;6500000
50;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TDI SR 2.5;2016;4x2;D;NULL;6900000
56;LEASING;CAMIONETA;NISSAN;NAVARA LUX LE 4X4 2.5;2015;4x4;D;NULL;6400000
57;LEASING;CAMIONETA;NISSAN;NAVARA LUX LE 4X4 2.5;2014;4x4;D;NULL;6700000
58;LEASING;CAMIONETA;TOYOTA;HILUX D CAB SR 4X4 2.5;2013;4x4;D;NULL;6700000
59;LEASING;CAMIONETA;TOYOTA;HILUX DCAB TURBO 2.5;2013;4x2;D;NULL;5500000
60;BFE;CAMIONETA;SSANGYONG;ACTYON SPORT;2013;4x2;D;NULL;4900000
62;LEASING;CAMIONETA;KIA MOTORS;FRONTIER D CAB 2.5;2015;4x2;D;NULL;6700000
64;LIQUIDACIONES;CAMIONETA;GREAT WALL;WINGLE 5 2.0;2012;4x2;D;NULL;2700000
65;LEASING;MINIBUS;HYUNDAI;NEW H1 GLS CRDI 2.5 AT;2016;4x2;D;NULL;8300000
67;PARTICULARES;FURGON;NISSAN;NV350 WIDE S LONG 2.5;2019;4x2;D;NULL;11700000
68;AUTOMOTORAS;FURGON;CITROËN;JUMPY HDI MULTISPACE 2.0;2016;4x2;D;NULL;8100000
69;LEASING;FURGON;MERCEDES BENZ;VITO 114 CDI;2016;4x2;D;NULL;6100000
70;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4600000
71;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2016;4x2;D;NULL;4300000
72;BFE;FURGON;CHEVROLET;N300 MAX VAN 1.2;2018;4x2;B;NULL;3100000
73;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4300000
74;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4300000
75;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;4000000
76;LEASING;FURGON;CITROËN;BERLINGO HDI 1.6;2016;4x2;D;NULL;3800000
77;LEASING;FURGON;PEUGEOT;PARTNER HDI 1.6;2014;4x2;D;NULL;2800000
78;LEASING;FURGON;PEUGEOT;PARTNER 1.6;2013;4x2;D;NULL;3100000
80;BFE;CAMIONETA;GAC GONOW;CARGO BOX 1.3;2016;4x2;B;NULL;1600000
81;LIQUIDACIONES;CAMIONETA;PEUGEOT;BOXER 330 2.0;2003;4x2;D;NULL;800000
82;BFE;SUV/JEEP;HYUNDAI;NEW TUCSON GL 2.0;2013;4x2;B;NULL;4800000
83;BFE;SUV/JEEP;FORD;EXPLORER XLT 3.5 AUT;2011;4x2;B;NULL;5600000
84;AUTOMOTORAS;SEDAN;NISSAN;SENTRA SENSE 1.8;2016;4x2;B;NULL;4700000
85;BFE;HATCHBACK;CHEVROLET;ONIX HB 1.4;2019;4x2;B;NULL;6000000
86;BFE;HATCHBACK;CHEVROLET;ONIX LTZ 1.4;2018;4x2;B;NULL;5700000
88;BFE;SEDAN;CHEVROLET;PRISMA LTZ 1.4;2018;4x2;B;NULL;5200000
89;PARTICULARES;SEDAN;CHEVROLET;SAIL LS 1.5;2018;4x2;B;NULL;5000000
90;BFE;SEDAN;CHEVROLET;SAIL 1.5;2018;4x2;B;NULL;5200000
91;BFE;HATCHBACK;MG;3 1.5;2018;4x2;B;NULL;3900000
92;BFE;HATCHBACK;MG;3 1.5;2017;4x2;B;NULL;4000000
93;BFE;SEDAN;MG;GT 1.5 AUT;2017;4x2;B;NULL;4900000
94;BFE;SEDAN;KIA MOTORS;RIO 4 EX 1.4 AUT;2015;4x2;B;NULL;4800000
95;BFE;STATION WAGON;HYUNDAI;I40 GL 2.0 AT;2013;4x2;B;NULL;3700000
96;LIQUIDACIONES;HATCHBACK;SUZUKI;SWIFT GLX 1.2;2017;4x2;B;NULL;3600000
97;PARTICULARES;HATCHBACK;VOLKSWAGEN;NUEVO POLO COMFORTLINE HB 1.4;2013;4x2;B;NULL;4400000
99;BFE;SEDAN;TOYOTA;COROLLA XLI 1.6;2012;4x2;B;NULL;3300000
100;LIQUIDACIONES;SEDAN;VOLKSWAGEN;BORA TRENDLINE SKY 2.0;2012;4x2;B;NULL;2900000
101;PARTICULARES;SEDAN;CHEVROLET;SAIL II 1.4;2016;4x2;B;NULL;3700000
102;BFE;SEDAN;CHEVROLET;SAIL II LS 1.4;2015;4x2;B;NULL;3700000
103;PARTICULARES;SEDAN;CHEVROLET;SAIL LS 1.4;2015;4x2;B;NULL;3700000
104;LIQUIDACIONES;SEDAN;CHEVROLET;SAIL LS 1.4;2016;4x2;B;NULL;3100000
105;BFE;HATCHBACK;CHEVROLET;SPARK GT LT 1.2;2017;4x2;B;NULL;3500000
106;BFE;SEDAN;RENAULT;SYMBOL EXPRESSION 1.6;2015;4x2;B;NULL;4000000
107;BFE;SUV/JEEP;JAC;S3 1.6;2017;4x2;B;NULL;4400000
108;PARTICULARES;SUV/JEEP;GEELY;EX7 GS 2.0;2015;4x2;B;NULL;2700000
110;BFE;HATCHBACK;CHEVROLET;SPARK LITE HB 1.0;2014;4x2;B;NULL;2400000
111;PARTICULARES;HATCHBACK;JAC;A137 VVT SPORT HB 1.3;2013;4x2;B;NULL;1700000
112;LIQUIDACIONES;HATCHBACK;CHEVROLET;SONIC LT 1.6;2015;4x2;B;NULL;3100000
113;BFE;HATCHBACK;PEUGEOT;308 PREMIUM 1.6;2011;4x2;B;NULL;3300000
114;BFE;SEDAN;TOYOTA;COROLLA XLI 1.6;2011;4x2;B;NULL;3500000
115;PARTICULARES;SUV/JEEP;CHERY;DESTINY 2.0;2014;4x2;B;NULL;2200000
116;LIQUIDACIONES;HATCHBACK;SUZUKI;ALTO GL 800 CC;2010;4x2;B;NULL;1300000
117;BFE;HATCHBACK;HYUNDAI;VELOSTER GLS 1.6;2013;4x2;B;NULL;3000000
118;LIQUIDACIONES;SEDAN;HYUNDAI;AZERA GLS 3.3 AUT;2009;4x2;B;NULL;950000
119;BFE;SUV/JEEP;SUZUKI;GRAND VITARA GLX 1.6;2008;4x2;B;NULL;3100000
120;LIQUIDACIONES;SEDAN;HONDA;CIVIC LXS 1.8 AUT;2008;4x2;B;NULL;2300000
123;LIQUIDACIONES;HATCHBACK;PEUGEOT;206 XR 1.6;2001;4x2;B;NULL;1000000
1;PARTICULARES;SUV/JEEP;JEEP;GRAND CHEROKEE LTD 4X4 3.6 AUT;2018;4x4;B;NULL;19900000
2;AUTOMOTORAS;SUV/JEEP;AUDI;Q7 TFSI 3.0 AUT;2015;AWD;B;NULL;14200000
3;PARTICULARES;SUV/JEEP;VOLKSWAGEN;TIGUAN TSI 1.4 AUT;2018;4x2;B;NULL;11600000
4;PARTICULARES;HATCHBACK;VOLVO;V40 T3 2.0;2018;4x2;B;NULL;9100000
5;PARTICULARES;HATCHBACK;PEUGEOT;308 FELINE BLUEHDI 1.5;2019;4x2;D;NULL;10800000
6;PARTICULARES;SEDAN;LEXUS;IS200T 2.0 AUT;2016;4x2;B;NULL;11400000
7;PARTICULARES;SUV/JEEP;HYUNDAI;NEW TUCSON GLS 4WD 2.0 AT;2016;4WD;B;NULL;9600000
8;PARTICULARES;SUV/JEEP;HYUNDAI;SANTA FE GLS 2.4;2016;4WD;B;NULL;11800000
9;LEASING;HATCHBACK;CITROËN;DS4 CROSSBACK BLUE HDI 1.6 AUT;2018;4x2;D;NULL;10600000
10;PARTICULARES;HATCHBACK;VOLKSWAGEN;GOLF GTI 2.0 AUT;2015;4x2;B;NULL;10000000
11;PARTICULARES;HATCHBACK;MERCEDES BENZ;A200;2016;4x2;B;NULL;10900000
12;PARTICULARES;HATCHBACK;BMW;118I 1.5;2017;4x2;B;NULL;10300000
13;PARTICULARES;HATCHBACK;BMW;120I LCI 1.6;2016;4x2;B;NULL;9300000
14;PARTICULARES;SEDAN;AUDI;A3 TFSI 1.2;2017;4x2;B;NULL;8800000
15;AUTOMOTORAS;SEDAN;PEUGEOT;508 ALLURE 1.6 AUT;2018;4x2;B;NULL;9600000
16;AUTOMOTORAS;SEDAN;PEUGEOT;508 ALLURE 1.6 AUT;2018;4x2;B;NULL;9600000
17;AUTOMOTORAS;HATCHBACK;OPEL;ASTRA ENJOY HB 1.4 AUT;2018;4x2;B;NULL;9300000
18;AUTOMOTORAS;HATCHBACK;OPEL;ASTRA HB 1.6;2017;4x2;B;NULL;8900000
19;AUTOMOTORAS;HATCHBACK;OPEL;ASTRA ENJOY HB 1.4;2017;4x2;B;NULL;8000000
20;PARTICULARES;HATCHBACK;VOLVO;V40 D2 COMFORT 2.0;2016;4x2;D;NULL;8100000
21;PARTICULARES;SUV/JEEP;MAZDA;NEW CX 5 R 2.0 AUT;2015;4x2;B;NULL;8300000
22;PARTICULARES;SUV/JEEP;NISSAN;X TRAIL SENSE 2.5 AUT;2017;4WD;B;NULL;8400000
23;PARTICULARES;SUV/JEEP;NISSAN;X TRAIL ADVANCE 2.5 AUT;2016;4x2;B;NULL;8500000
24;AUTOMOTORAS;SUV/JEEP;NISSAN;X TRAIL SENSE 2.5 AUT;2016;4x2;B;NULL;7400000
25;BFE;SUV/JEEP;CHEVROLET;TRACKER II FWD 1.8;2019;4x2;B;NULL;8100000
26;BFE;SUV/JEEP;CHEVROLET;TRACKER LT 1.8;2018;4x2;B;NULL;7800000
27;BFE;HATCHBACK;CITROËN;C4 CACTUS HDI 1.6;2017;4x2;D;NULL;7700000
28;PARTICULARES;HATCHBACK;CITROËN;C4 CACTUS VTI HB 1.2;2018;4x2;B;NULL;7800000
29;PARTICULARES;HATCHBACK;MAZDA;NEW 3 SPORT GT HB 2.5;2017;4x2;B;NULL;7900000
30;AUTOMOTORAS;HATCHBACK;OPEL;CORSA HB 1.4;2018;4x2;B;NULL;6900000
31;PARTICULARES;SUV/JEEP;KIA MOTORS;SPORTAGE LX 2.0;2017;4x2;B;NULL;7100000
32;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 LX 2.0;2017;4x2;B;NULL;6100000
33;AUTOMOTORAS;SUV/JEEP;CHANGAN;CS75 2.0;2017;4x2;B;NULL;6300000
34;AUTOMOTORAS;SUV/JEEP;MITSUBISHI;OUTLANDER 4X4 2.4 AUT;2016;4WD;B;NULL;6900000
35;PARTICULARES;SUV/JEEP;MITSUBISHI;OUTLANDER 2.0;2016;4x2;B;NULL;7700000
36;PARTICULARES;SUV/JEEP;FORD;ESCAPE 2.5 AUT;2016;4x2;B;NULL;6700000
37;PARTICULARES;SUV/JEEP;SSANGYONG;KORANDO XDI 2.0;2016;4x2;D;NULL;6400000
38;PARTICULARES;SUV/JEEP;HYUNDAI;SANTA FE GLS 2.2;2013;4WD;D;NULL;8100000
